Class	Adduct	Ion mode	IsSelected
LPA	[M-H]-	Negative	FALSE
PA	[M-H]-	Negative	TRUE
PC	[M+CH3COO]-	Negative	FALSE
PC	[M+HCOO]-	Negative	TRUE
PE	[M-H]-	Negative	TRUE
PG	[M-H]-	Negative	TRUE
PI	[M-H]-	Negative	TRUE
PS	[M-H]-	Negative	TRUE
OxPC	[M+CH3COO]-	Negative	TRUE
OxPC	[M+HCOO]-	Negative	TRUE
OxPE	[M-H]-	Negative	TRUE
OxPG	[M-H]-	Negative	TRUE
OxPS	[M-H]-	Negative	TRUE
OxPI	[M-H]-	Negative	TRUE
EtherOxPC	[M+CH3COO]-	Negative	TRUE
EtherOxPC	[M+HCOO]-	Negative	TRUE
EtherOxPE	[M-H]-	Negative	TRUE
PMeOH	[M-H]-	Negative	TRUE
PEtOH	[M-H]-	Negative	TRUE
HBMP	[M-H]-	Negative	FALSE
LNAPE	[M-H]-	Negative	FALSE
LNAPS	[M-H]-	Negative	FALSE
CL	[M-H]-	Negative	FALSE
DLCL	[M-H]-	Negative	FALSE
LCL	[M-H]-	Negative	FALSE
EtherPC	[M+CH3COO]-	Negative	TRUE
EtherPC	[M+HCOO]-	Negative	TRUE
EtherPE	[M-H]-	Negative	TRUE
EtherPS	[M-H]-	Negative	TRUE
EtherPI	[M-H]-	Negative	TRUE
EtherPG	[M-H]-	Negative	TRUE
EtherLPC	[M+CH3COO]-	Negative	TRUE
EtherLPC	[M+HCOO]-	Negative	TRUE
EtherLPE	[M-H]-	Negative	TRUE
EtherLPG	[M-H]-	Negative	TRUE
MGDG	[M+CH3COO]-	Negative	FALSE
MGDG	[M+HCOO]-	Negative	FALSE
DGDG	[M+CH3COO]-	Negative	FALSE
DGDG	[M+HCOO]-	Negative	FALSE
EtherMGDG	[M+CH3COO]-	Negative	FALSE
EtherMGDG	[M+HCOO]-	Negative	FALSE
#EtherDGDG	[M+CH3COO]-	Negative	FALSE
#EtherDGDG	[M+HCOO]-	Negative	FALSE
SQDG	[M-H]-	Negative	FALSE
SM	[M+CH3COO]-	Negative	TRUE
SM	[M+HCOO]-	Negative	TRUE
Cer_NS	[M+H]+	Positive	True
Cer_NS	[M-H]-	Negative	True
Cer_NS	[M+HCOO]-	Negative	True
Cer_NS	[M+CH3COO]-	Negative	True
Cer_NDS	[M+H]+	Positive	True
Cer_NDS	[M-H]-	Negative	True
Cer_NDS	[M+HCOO]-	Negative	True
Cer_NDS	[M+CH3COO]-	Negative	True
##Cer_OS	[M+CH3COO]-	Negative	True
##Cer_OS	[M+HCOO]-	Negative	True
Cer_AS	[M-H]-	Negative	FALSE
Cer_AS	[M+HCOO]-	Negative	FALSE
Cer_AS	[M+CH3COO]-	Negative	FALSE
Cer_ADS	[M-H]-	Negative	FALSE
Cer_ADS	[M+HCOO]-	Negative	FALSE
Cer_ADS	[M+CH3COO]-	Negative	FALSE
Cer_BS	[M-H]-	Negative	FALSE
Cer_BS	[M+HCOO]-	Negative	FALSE
Cer_BS	[M+CH3COO]-	Negative	FALSE
Cer_BDS	[M-H]-	Negative	FALSE
Cer_BDS	[M+HCOO]-	Negative	FALSE
Cer_BDS	[M+CH3COO]-	Negative	FALSE
Cer_NP	[M-H]-	Negative	FALSE
Cer_NP	[M+HCOO]-	Negative	FALSE
Cer_NP	[M+CH3COO]-	Negative	FALSE
Cer_EOS	[M+H]+	Positive	FALSE
Cer_EOS	[M-H]-	Negative	FALSE
Cer_EOS	[M+HCOO]-	Negative	FALSE
Cer_EOS	[M+CH3COO]-	Negative	FALSE
Cer_EODS	[M-H]-	Negative	FALSE
Cer_EODS	[M+HCOO]-	Negative	FALSE
Cer_EODS	[M+CH3COO]-	Negative	FALSE
Cer_AP	[M+H]+	Positive	True
Cer_AP	[M-H]-	Negative	True
Cer_AP	[M+HCOO]-	Negative	True
Cer_AP	[M+CH3COO]-	Negative	True
#Cer_HS	[M+H]+	Positive	True
#Cer_HDS	[M+H]+	Positive	True
##Cer_NDOS	[M+H]+	Positive	True
#Cer_EBDS	[M+HCOO]-	Negative	True
#Cer_EBDS	[M+CH3COO]-	Negative	True
CerP	[M-H]-	Negative	FALSE
CerP	[M+H]+	Positive	FALSE
HexCer_NS	[M+H]+	Positive	True
HexCer_NS	[M-H]-	Negative	True
HexCer_NS	[M+HCOO]-	Negative	True
HexCer_NS	[M+CH3COO]-	Negative	True
HexCer_NDS	[M+H]+	Positive	True
HexCer_NDS	[M-H]-	Negative	True
HexCer_NDS	[M+HCOO]-	Negative	True
HexCer_NDS	[M+CH3COO]-	Negative	True
HexCer_AP	[M+H]+	Positive	True
HexCer_AP	[M-H]-	Negative	True
HexCer_AP	[M+HCOO]-	Negative	True
HexCer_AP	[M+CH3COO]-	Negative	True
HexCer_EOS	[M+H]+	Positive	FALSE
HexCer_EOS	[M+HCOO]-	Negative	FALSE
HexCer_EOS	[M+CH3COO]-	Negative	FALSE
#HexCer_HS	[M+H]+	Positive	True
#HexCer_HS	[M+HCOO]-	Negative	True
#HexCer_HS	[M+CH3COO]-	Negative	True
#HexCer_HDS	[M+H]+	Positive	True
#HexCer_HDS	[M+HCOO]-	Negative	True
#HexCer_HDS	[M+CH3COO]-	Negative	True
Hex2Cer	[M+H]+	Positive	True
Hex2Cer	[M+HCOO]-	Negative	True
Hex2Cer	[M+CH3COO]-	Negative	True
Hex3Cer	[M+H]+	Positive	True
Hex3Cer	[M+HCOO]-	Negative	True
Hex3Cer	[M+CH3COO]-	Negative	True
PE_Cer	[M-H]-	Negative	FALSE
PI_Cer	[M-H]-	Negative	FALSE
PI_Cer	[M+H]+	Positive	FALSE
#AHexCer	[M+HCOO]-	Negative	True
#AHexCer	[M+CH3COO]-	Negative	True
#ASM	[M+HCOO]-	Negative	FALSE
#ASM	[M+CH3COO]-	Negative	FALSE
SHexCer	[M-H]-	Negative	FALSE
GM3	[M-H]-	Negative	FALSE
Ac2PIM1	[M-H]-	Negative	FALSE
Ac2PIM2	[M-H]-	Negative	FALSE
Ac3PIM2	[M-H]-	Negative	FALSE
Ac4PIM2	[M-H]-	Negative	FALSE
LipidAPP	[M-H]-	Negative	FALSE
