Class	Adduct	Ion mode	IsSelected
#BAHex	[M+NH4]+	Positive	TRUE
BASulfate	[M+NH4]+	Positive	TRUE
#SPEHex	[M+NH4]+	Positive	TRUE
#SPGHex	[M+NH4]+	Positive	TRUE
#CSLPHex	[M+NH4]+	Positive	TRUE
#BRSLPHex	[M+NH4]+	Positive	TRUE
#CASLPHex	[M+NH4]+	Positive	TRUE
#SISLPHex	[M+NH4]+	Positive	TRUE
#STSLPHex	[M+NH4]+	Positive	TRUE
#CSPHex	[M+NH4]+	Positive	TRUE
#BRSPHex	[M+NH4]+	Positive	TRUE
#CASPHex	[M+NH4]+	Positive	TRUE
#SISPHex	[M+NH4]+	Positive	TRUE
#STSPHex	[M+NH4]+	Positive	TRUE
#SPE	[M-H]-	Negative	TRUE
SHex	[M+HCOO]-	Negative	TRUE
SHex	[M+CH3COO]-	Negative	TRUE
SSulfate	[M-H]-	Negative	TRUE
#BAHex	[M+HCOO]-	Negative	TRUE
#BAHex	[M+CH3COO]-	Negative	TRUE
BASulfate	[M-H]-	Negative	TRUE
#SPGHex	[M-H]-	Negative	TRUE
#CSLPHex	[M-H]-	Negative	TRUE
#BRSLPHex	[M-H]-	Negative	TRUE
#CASLPHex	[M-H]-	Negative	TRUE
#SISLPHex	[M-H]-	Negative	TRUE
#STSLPHex	[M-H]-	Negative	TRUE
#CSPHex	[M-H]-	Negative	TRUE
#BRSPHex	[M-H]-	Negative	TRUE
#CASPHex	[M-H]-	Negative	TRUE
#SISPHex	[M-H]-	Negative	TRUE
#STSPHex	[M-H]-	Negative	TRUE
##Cholesterol	[M+NH4]+	Positive	TRUE
##Cholesterol	[M+Na]+	Positive	TRUE
##Cholesterol	[M-H2O+H]+	Positive	TRUE
##CholesterolSulfate	[M-H]-	Negative	TRUE
CoQ	[M+H]+	Positive	TRUE
Vitamin_D	[M+H]+	Positive	TRUE
Vitamin_D	[M+Na]+	Positive	TRUE
Vitamin_E	[M-H]-	Negative	TRUE
Vitamin_E	[M+CH3COO]-	Negative	TRUE
Vitamin_E	[M+HCOO]-	Negative	TRUE
VAE	[M+H]+	Positive	TRUE
VAE	[M+Na]+	Positive	TRUE
BileAcid	[M-H]-	Negative	TRUE
BileAcid	[M+CH3COO]-	Negative	TRUE
DCAE	[M-H]-	Negative	TRUE
GDCAE	[M-H]-	Negative	TRUE
GLCAE	[M-H]-	Negative	TRUE
TDCAE	[M-H]-	Negative	TRUE
TLCAE	[M-H]-	Negative	TRUE
DCAE	[M+NH4]+	Positive	TRUE
GDCAE	[M+NH4]+	Positive	TRUE
GLCAE	[M+NH4]+	Positive	TRUE
TDCAE	[M+NH4]+	Positive	TRUE
TLCAE	[M+NH4]+	Positive	TRUE
FA	[M-H]-	Negative	TRUE
FAHFA	[M-H]-	Negative	TRUE
#DMEDFAHFA	[M+H]+	Positive	FALSE
#DMEDFA	[M+H]+	Positive	FALSE
#DMEDOxFA	[M+H]+	Positive	FALSE
NAGly	[M-H]-	Negative	TRUE
NAGly	[M+H]+	Positive	TRUE
NAGly	[M+NH4]+	Positive	TRUE
NAGlySer	[M-H]-	Negative	TRUE
NAGlySer	[M+H]+	Positive	TRUE
NAGlySer	[M+NH4]+	Positive	TRUE
NAOrn	[M+H]+	Positive	TRUE
#NAPhe	[M+H]+	Positive	TRUE
NATau	[M+H]+	Positive	TRUE
NATau	[M+NH4]+	Positive	TRUE
#NAPhe	[M-H]-	Negative	TRUE
NATau	[M-H]-	Negative	TRUE
#NATryA	[M+H]+	Positive	TRUE
#NA5HT	[M+H]+	Positive	TRUE
#NAAla	[M+H]+	Positive	TRUE
#NAGln	[M+H]+	Positive	TRUE
#NALeu	[M+H]+	Positive	TRUE
#NAVal	[M+H]+	Positive	TRUE
#NASer	[M+H]+	Positive	TRUE
#WE	[M+NH4]+	Positive	TRUE
SL	[M-H]-	Negative	TRUE
SL	[M+H]+	Positive	TRUE
SL	[M+NH4]+	Positive	TRUE
LPC	[M+CH3COO]-	Negative	TRUE
LPC	[M+HCOO]-	Negative	TRUE
LPE	[M-H]-	Negative	TRUE
LPS	[M-H]-	Negative	TRUE
LPG	[M-H]-	Negative	TRUE
LPI	[M-H]-	Negative	TRUE
LPA	[M-H]-	Negative	TRUE
PA	[M-H]-	Negative	TRUE
PC	[M+CH3COO]-	Negative	TRUE
PC	[M+HCOO]-	Negative	TRUE
PE	[M-H]-	Negative	TRUE
PG	[M-H]-	Negative	TRUE
PI	[M-H]-	Negative	TRUE
PS	[M-H]-	Negative	TRUE
#PT	[M-H]-	Negative	FALSE
OxPC	[M+CH3COO]-	Negative	TRUE
OxPC	[M+HCOO]-	Negative	TRUE
OxPE	[M-H]-	Negative	TRUE
OxPG	[M-H]-	Negative	TRUE
OxPS	[M-H]-	Negative	TRUE
OxPI	[M-H]-	Negative	TRUE
EtherOxPC	[M+CH3COO]-	Negative	TRUE
EtherOxPC	[M+HCOO]-	Negative	TRUE
EtherOxPE	[M-H]-	Negative	TRUE
PMeOH	[M-H]-	Negative	TRUE
PEtOH	[M-H]-	Negative	TRUE
HBMP	[M-H]-	Negative	TRUE
LNAPE	[M-H]-	Negative	TRUE
LNAPS	[M-H]-	Negative	TRUE
CL	[M-H]-	Negative	TRUE
CL	[M-2H]2-	Negative	TRUE
DLCL	[M-H]-	Negative	TRUE
MLCL	[M-H]-	Negative	TRUE
EtherPC	[M+CH3COO]-	Negative	TRUE
EtherPC	[M+HCOO]-	Negative	TRUE
EtherPE	[M-H]-	Negative	TRUE
EtherPS	[M-H]-	Negative	TRUE
EtherPI	[M-H]-	Negative	TRUE
EtherPG	[M-H]-	Negative	TRUE
EtherLPC	[M+CH3COO]-	Negative	TRUE
EtherLPC	[M+HCOO]-	Negative	TRUE
EtherLPE	[M-H]-	Negative	TRUE
EtherLPG	[M-H]-	Negative	TRUE
MGDG	[M+CH3COO]-	Negative	TRUE
MGDG	[M+HCOO]-	Negative	TRUE
DGDG	[M+CH3COO]-	Negative	TRUE
DGDG	[M+HCOO]-	Negative	TRUE
LDGTS	[M+CH3COO]-	Negative	FALSE
DGTS	[M+CH3COO]-	Negative	FALSE
LDGTS	[M+HCOO]-	Negative	FALSE
DGTS	[M+HCOO]-	Negative	FALSE
LDGTA	[M+CH3COO]-	Negative	FALSE
DGTA	[M+CH3COO]-	Negative	FALSE
LDGTA	[M+HCOO]-	Negative	FALSE
DGTA	[M+HCOO]-	Negative	FALSE
MGMG	[M+CH3COO]-	Negative	TRUE
MGMG	[M+HCOO]-	Negative	TRUE
DGMG	[M+CH3COO]-	Negative	TRUE
DGMG	[M+HCOO]-	Negative	TRUE
EtherMGDG	[M+CH3COO]-	Negative	TRUE
EtherMGDG	[M+HCOO]-	Negative	TRUE
EtherDGDG	[M+CH3COO]-	Negative	TRUE
EtherDGDG	[M+HCOO]-	Negative	TRUE
EtherSMGDG	[M-H]-	Negative	TRUE
SMGDG	[M-H]-	Negative	TRUE
SQDG	[M-H]-	Negative	FALSE
SM	[M+CH3COO]-	Negative	TRUE
SM	[M+HCOO]-	Negative	TRUE
Cer_NS	[M+H]+	Positive	True
Cer_NS	[M+H-H2O]+	Positive	True
Cer_NS	[M+Na]+	Positive	True
Cer_NS	[M-H]-	Negative	True
Cer_NS	[M+HCOO]-	Negative	True
Cer_NS	[M+CH3COO]-	Negative	True
Cer_NDS	[M+H]+	Positive	True
Cer_NDS	[M+H-H2O]+	Positive	True
Cer_NDS	[M+Na]+	Positive	True
Cer_NDS	[M-H]-	Negative	True
Cer_NDS	[M+HCOO]-	Negative	True
Cer_NDS	[M+CH3COO]-	Negative	True
##Cer_OS	[M+CH3COO]-	Negative	True
##Cer_OS	[M+HCOO]-	Negative	True
Cer_AS	[M-H]-	Negative	TRUE
Cer_AS	[M+HCOO]-	Negative	TRUE
Cer_AS	[M+CH3COO]-	Negative	TRUE
Cer_ADS	[M-H]-	Negative	TRUE
Cer_ADS	[M+HCOO]-	Negative	TRUE
Cer_ADS	[M+CH3COO]-	Negative	TRUE
Cer_BS	[M-H]-	Negative	TRUE
Cer_BS	[M+HCOO]-	Negative	TRUE
Cer_BS	[M+CH3COO]-	Negative	TRUE
Cer_BDS	[M-H]-	Negative	TRUE
Cer_BDS	[M+HCOO]-	Negative	TRUE
Cer_BDS	[M+CH3COO]-	Negative	TRUE
Cer_NP	[M-H]-	Negative	TRUE
Cer_NP	[M+HCOO]-	Negative	TRUE
Cer_NP	[M+CH3COO]-	Negative	TRUE
Cer_EOS	[M+H]+	Positive	TRUE
Cer_EOS	[M+H-H2O]+	Positive	TRUE
Cer_EOS	[M-H]-	Negative	TRUE
Cer_EOS	[M+HCOO]-	Negative	TRUE
Cer_EOS	[M+CH3COO]-	Negative	TRUE
Cer_EODS	[M-H]-	Negative	TRUE
Cer_EODS	[M+HCOO]-	Negative	TRUE
Cer_EODS	[M+CH3COO]-	Negative	TRUE
Cer_AP	[M+H]+	Positive	True
Cer_AP	[M+H-H2O]+	Positive	True
Cer_AP	[M-H]-	Negative	True
Cer_AP	[M+HCOO]-	Negative	True
Cer_AP	[M+CH3COO]-	Negative	True
Cer_HS	[M+H]+	Positive	True
Cer_HS	[M+H-H2O]+	Positive	True
Cer_HDS	[M+H]+	Positive	True
Cer_HDS	[M+H-H2O]+	Positive	True
##Cer_NDOS	[M+H]+	Positive	True
Cer_EBDS	[M+HCOO]-	Negative	True
Cer_EBDS	[M+CH3COO]-	Negative	True
CerP	[M-H]-	Negative	FALSE
CerP	[M+H]+	Positive	FALSE
HexCer_NS	[M+H]+	Positive	True
HexCer_NS	[M+H-H2O]+	Positive	True
HexCer_NS	[M-H]-	Negative	True
HexCer_NS	[M+HCOO]-	Negative	True
HexCer_NS	[M+CH3COO]-	Negative	True
HexCer_NDS	[M+H]+	Positive	True
HexCer_NDS	[M+H-H2O]+	Positive	True
HexCer_NDS	[M-H]-	Negative	True
HexCer_NDS	[M+HCOO]-	Negative	True
HexCer_NDS	[M+CH3COO]-	Negative	True
HexCer_AP	[M+H]+	Positive	True
HexCer_AP	[M+H-H2O]+	Positive	True
HexCer_AP	[M-H]-	Negative	True
HexCer_AP	[M+HCOO]-	Negative	True
HexCer_AP	[M+CH3COO]-	Negative	True
HexCer_EOS	[M+H]+	Positive	TRUE
HexCer_EOS	[M+H-H2O]+	Positive	TRUE
HexCer_EOS	[M-H]-	Negative	TRUE
HexCer_EOS	[M+HCOO]-	Negative	TRUE
HexCer_EOS	[M+CH3COO]-	Negative	TRUE
HexCer_HS	[M+H]+	Positive	True
HexCer_HS	[M+H-H2O]+	Positive	True
HexCer_HS	[M-H]-	Negative	True
HexCer_HS	[M+HCOO]-	Negative	True
HexCer_HS	[M+CH3COO]-	Negative	True
HexCer_HDS	[M+H]+	Positive	True
HexCer_HDS	[M+H-H2O]+	Positive	True
HexCer_HDS	[M-H]-	Negative	True
HexCer_HDS	[M+HCOO]-	Negative	True
HexCer_HDS	[M+CH3COO]-	Negative	True
Hex2Cer	[M+H]+	Positive	True
Hex2Cer	[M+HCOO]-	Negative	True
Hex2Cer	[M+CH3COO]-	Negative	True
Hex3Cer	[M+H]+	Positive	True
Hex3Cer	[M+HCOO]-	Negative	True
Hex3Cer	[M+CH3COO]-	Negative	True
PE_Cer	[M-H]-	Negative	FALSE
PI_Cer	[M-H]-	Negative	FALSE
PI_Cer	[M+H]+	Positive	FALSE
AHexCer	[M-H]-	Negative	TRUE
AHexCer	[M+HCOO]-	Negative	TRUE
AHexCer	[M+CH3COO]-	Negative	TRUE
AHexCer	[M+H]+	Positive	TRUE
AHexCer	[M+H-H2O]+	Positive	TRUE
#ASHexCer	[M-H]-	Negative	TRUE
#ASHexCer	[M+H]+	Positive	TRUE
ASM	[M+H]+	Positive	TRUE
ASM	[M+HCOO]-	Negative	TRUE
ASM	[M+CH3COO]-	Negative	TRUE
SHexCer	[M-H]-	Negative	TRUE
Ac2PIM1	[M-H]-	Negative	FALSE
Ac2PIM2	[M-H]-	Negative	FALSE
Ac3PIM2	[M-H]-	Negative	FALSE
Ac4PIM2	[M-H]-	Negative	FALSE
LipidA	[M-H]-	Negative	FALSE
OxFA	[M-H]-	Negative	TRUE
MMPE	[M+H]+	Positive	TRUE
MMPE	[M-H]-	Negative	TRUE
DMPE	[M-H]-	Negative	TRUE
DMPE	[M+H]+	Positive	TRUE
EGSE	[M+H]+	Positive	TRUE
EGSE	[M+NH4]+	Positive	TRUE
EGSE	[M+Na]+	Positive	TRUE
DEGSE	[M+H]+	Positive	TRUE
DEGSE	[M+NH4]+	Positive	TRUE
DEGSE	[M+Na]+	Positive	TRUE
DSMSE	[M+NH4]+	Positive	TRUE
ST	[M+H]+	Positive	TRUE
ST	[M+NH4]+	Positive	TRUE
ST	[M+Na]+	Positive	TRUE
ST	[M+H-H2O]+	Positive	TRUE
OxTG	[M+NH4]+	Positive	TRUE
TG_EST	[M+NH4]+	Positive	TRUE
MIPC	[M-H]-	Negative	TRUE
MIPC	[M+H]+	Positive	TRUE
LCAE	[M-H]-	Negative	TRUE
LCAE	[M+NH4]+	Positive	TRUE
KLCAE	[M-H]-	Negative	TRUE
KLCAE	[M+NH4]+	Positive	TRUE
KDCAE	[M-H]-	Negative	TRUE
KDCAE	[M+NH4]+	Positive	TRUE
NAE	[M+HCOO]-	Negative	TRUE
NAE	[M+CH3COO]-	Negative	TRUE
GPNAE	[M-H]-	Negative	TRUE
GM1	[M-H]-	Negative	TRUE
GM1	[M-2H]2-	Negative	TRUE
GM3	[M-H]-	Negative	TRUE
GM3	[M-2H]2-	Negative	TRUE
GD1a	[M-H]-	Negative	TRUE
GD1a	[M-2H]2-	Negative	TRUE
GD1b	[M-H]-	Negative	TRUE
GD1b	[M-2H]2-	Negative	TRUE
GD2	[M-H]-	Negative	TRUE
GD2	[M-2H]2-	Negative	TRUE
GD3	[M-H]-	Negative	TRUE
GD3	[M-2H]2-	Negative	TRUE
GQ1b	[M-2H]2-	Negative	TRUE
GT1b	[M-2H]2-	Negative	TRUE
NGcGM3	[M-H]-	Negative	TRUE
GM1	[M+H]+	Positive	TRUE
GM1	[M+2H]2+	Positive	TRUE
GM1	[M+2NH4]2+	Positive	TRUE
GM3	[M+NH4]+	Positive	TRUE
GD1a	[M+2H]2+	Positive	TRUE
GD1a	[M+2NH4]2+	Positive	TRUE
GD1b	[M+2H]2+	Positive	TRUE
GD1b	[M+2NH4]2+	Positive	TRUE
GQ1b	[M+2H]2+	Positive	TRUE
GQ1b	[M+2NH4]2+	Positive	TRUE
GT1b	[M+2H]2+	Positive	TRUE
GT1b	[M+2NH4]2+	Positive	TRUE
NGcGM3	[M+H]+	Positive	TRUE
NGcGM3	[M+NH4]+	Positive	TRUE
#PC_d5	[M+H]+	Positive	FALSE
#PC_d5	[M+Na]+	Positive	FALSE
#PE_d5	[M+H]+	Positive	FALSE
#PE_d5	[M+Na]+	Positive	FALSE
#PS_d5	[M+H]+	Positive	FALSE
#PS_d5	[M+Na]+	Positive	FALSE
#PG_d5	[M+NH4]+	Positive	FALSE
#TG_d5	[M+NH4]+	Positive	FALSE
#TG_d5	[M+Na]+	Positive	FALSE
#PC_d5	[M+CH3COO]-	Negative	FALSE
#PC_d5	[M+HCOO]-	Negative	FALSE
#PE_d5	[M-H]-	Negative	FALSE
#PG_d5	[M-H]-	Negative	FALSE
#PS_d5	[M-H]-	Negative	FALSE
#CE_d7	[M+NH4]+	Positive	FALSE
#CE_d7	[M+Na]+	Positive	FALSE
#SM_d9	[M+CH3COO]-	Negative	FALSE
#SM_d9	[M+HCOO]-	Negative	FALSE
#Cer_NS_d7	[M+H]+	Positive	FALSE
#Cer_NS_d7	[M+Na]+	Positive	FALSE
#Cer_NS_d7	[M-H]-	Negative	FALSE
#Cer_NS_d7	[M+HCOO]-	Negative	FALSE
#Cer_NS_d7	[M+CH3COO]-	Negative	FALSE
#SM_d9	[M+H]+	Positive	FALSE
#SM_d9	[M+Na]+	Positive	FALSE
#PI_d5	[M-H]-	Negative	FALSE
#PI_d5	[M+NH4]+	Positive	FALSE
#PI_d5	[M+Na]+	Positive	FALSE
#DG_d5	[M+NH4]+	Positive	FALSE
#DG_d5	[M+Na]+	Positive	FALSE
#LPC_d5	[M+H]+	Positive	FALSE
#LPC_d5	[M+Na]+	Positive	FALSE
#LPE_d5	[M+H]+	Positive	FALSE
#LPC_d5	[M+CH3COO]-	Negative	FALSE
#LPC_d5	[M+HCOO]-	Negative	FALSE
#LPE_d5	[M-H]-	Negative	FALSE
#LPS_d5	[M+H]+	Positive	FALSE
#LPG_d5	[M+H]+	Positive	FALSE
#LPI_d5	[M+H]+	Positive	FALSE
#LPS_d5	[M-H]-	Negative	FALSE
#LPG_d5	[M-H]-	Negative	FALSE
#LPI_d5	[M-H]-	Negative	FALSE
#bmPC	[M+H]+	Positive	FALSE
#bmPC	[M+Na]+	Positive	FALSE
#bmPC	[M+CH3COO]-	Negative	FALSE
#bmPC	[M+HCOO]-	Negative	FALSE
#BisMeLPA	[M+H]+	Positive	FALSE
#BisMeLPA	[M+NH4]+	Positive	FALSE
#Cer_ABP	[M+H]+	Positive	FALSE
#Cer_ABP	[M-H]-	Negative	FALSE
#Cer_ABP	[M+HCOO]-	Negative	FALSE
#Cer_ABP	[M+CH3COO]-	Negative	FALSE
